;Anarchism;Antisemitism;Capitalism;Christianity;Communism;Conservatism;Democracy;Fascism;Feminism;Islamophobia;Left-wing politics;Liberalism;Marxism;Nationalism;Neo-Nazism;Protestantism;Right-wing politics;Secularism;Socialism;White supremacy
Jeff Merkley (D);0.09509224561450706;0.08857549779364829;0.08509935055721396;0.07211741956969593;0.08846654809779826;0.09468393259029112;0.09309215944556845;0.09640886836003239;0.07255273101856927;0.0853482611173788;0.09203369548598306;0.0955297475091447;0.07408929644348497;0.08889488541243107;0.11884847441952699;0.0780282238549487;0.09044142290264864;0.07033138546676906;0.11020664252075049;0.07798889489007396
Ron Wyden (D);0.10294990368994678;0.09843182280834284;0.09111452076521206;0.07539464975176213;0.08795612636192908;0.09814580103679962;0.09940092807313491;0.10357603091791812;0.08116456643525707;0.0899908145618358;0.10280539812144718;0.10684690998654583;0.07691714759000531;0.09801291849192742;0.13156291662966724;0.09004705951338485;0.1066713851339198;0.08102836953029896;0.11193195934315811;0.10179977164411762
Pat Toomey (R);0.10699188970055704;0.09970218999599739;0.098855477507983;0.08099258436424465;0.096032993834554;0.1149152423600282;0.10516883584792289;0.10868927192273486;0.08196088483882973;0.08167592932055895;0.11852479922850057;0.1095953700531789;0.085137573519275;0.10174545450902811;0.1450182104759731;0.09411397072042872;0.11845331075116367;0.08509677838009075;0.12606487800416386;0.08750161510811022
Sheldon Whitehouse (D);0.10959939280193805;0.09779390330605398;0.09730638354353005;0.07668357775604417;0.09903419130833675;0.10319116501697888;0.09936987542242001;0.10339201438036422;0.07702483579241669;0.08427321840467672;0.11705063428333168;0.11958476174599833;0.08242137582199997;0.10197081698833155;0.13074786669293154;0.09476820435201141;0.1072483934829025;0.08944354042471;0.11570559720399931;0.0912119601349812
Jack Reed (Rhode Island politician) (D);0.10025033713414647;0.09157287213419572;0.09573329760395649;0.07326915591531315;0.09544678868997694;0.10443384136126768;0.10817268257195053;0.10171000734451119;0.07953394886294454;0.08634410470523485;0.11314205310994437;0.11530496585173115;0.08466805717929005;0.09872835096111232;0.13430181692377458;0.09091489811361711;0.10198625351920643;0.09338137333591232;0.11653415139248596;0.09348888200220631
Lindsey Graham (R);0.12766277980137622;0.1074929787438202;0.09205500272446523;0.08515834231252592;0.09953386561806127;0.12518404841450154;0.12450862906867949;0.11474582566812112;0.08770289441530169;0.09296724679552651;0.11744468771785385;0.1238261611814485;0.08759052824491836;0.12123911068250302;0.16456500219869152;0.11529221081434969;0.11055832762737178;0.09556194057515725;0.1281376260687161;0.10669054625878914
Jim DeMint (R);0.10912329765221115;0.09683570707038015;0.09467886015316387;0.0812800749260861;0.10136530607958097;0.1483497705485287;0.11270180034903315;0.11328455778914152;0.08761100599414212;0.08655985597427117;0.1283603932120729;0.11603976654288609;0.09027248029998479;0.10907911492750871;0.1508965171169068;0.10052919533308188;0.12931609265796376;0.10683371894881272;0.13390075048154476;0.10491953624702915
Tim Scott (R);0.1035250176636342;0.09100828080852649;0.0860652184352137;0.083390387292781;0.09562663107266747;0.11074321742341207;0.1058073331679108;0.0917030535228375;0.0742097677508407;0.08217538944661304;0.10458354267142739;0.09638999377681848;0.08357703045629278;0.09461762560879101;0.13541397173692513;0.100351382384363;0.09468271351397389;0.08372412655428325;0.11492766389448786;0.11926427647302353
John Thune (R);0.09765859765205659;0.08272303758129179;0.08111660935637688;0.06956298770654064;0.08401626161306647;0.11289091351068081;0.08706642546225898;0.09254105930911921;0.06940059151205744;0.0715872909352768;0.08819773908896235;0.09978308319689386;0.0684095258871438;0.0947758993804449;0.11921857682212056;0.08468482362127168;0.08907664101789432;0.07987382240189853;0.10686412889459596;0.11169186521853658
Bob Corker (R);0.09993714487703462;0.08897682273085614;0.08956275139820459;0.07440709447491214;0.09493852186486604;0.11118147500334835;0.0920733910440921;0.10641043499501579;0.07076559564433385;0.08481058139284262;0.09988444919117426;0.10399681094758928;0.07735647216065865;0.08987885133796603;0.14001384408845355;0.08675570125219007;0.09510247039832573;0.07355065768714761;0.11834917324812846;0.08729525401565265
Lamar Alexander (R);0.10570816490932353;0.10117098134294772;0.08943957680358433;0.08294854781455654;0.09721342432563224;0.1117492854948531;0.09621732639936675;0.1065790504316893;0.06274528547190622;0.08396996284205945;0.0999562598070618;0.09431167010607519;0.07332201777445785;0.09938344617442552;0.14812088319525807;0.10107972010275842;0.09797412576305731;0.08130561661309192;0.11065220575983971;0.09861241221998421
Kay Bailey Hutchison (R);0.11608365575213442;0.09460361701793496;0.09084973229788731;0.07925347247486125;0.09904311026324633;0.12878723284712162;0.1063194307482766;0.11511829614664267;0.10313623946042264;0.08483680688463863;0.1276042497214848;0.11972301021030642;0.08260064734824632;0.10083016825986629;0.14748873871938412;0.09117005233664102;0.11468827431011744;0.0819362984565058;0.1272711249141064;0.09223647001079432
John Cornyn (R);0.1033806870885101;0.09269650339374964;0.09136926883173974;0.0807891575190795;0.09182229984380125;0.11041852054966;0.10085905990718463;0.10336290005763446;0.0793488182106469;0.07869737150914445;0.10045986831403897;0.11267601763077349;0.07473162858286991;0.09297518376987977;0.14911860790318793;0.09063990416519478;0.10253416970504589;0.07552550137158175;0.11512454134940561;0.08858404050478441
Orrin Hatch (R);0.11114672960230676;0.10583544988775948;0.09044259610650854;0.09229230194823082;0.10258957553191403;0.11350025599590789;0.11785962251983668;0.1147676732533858;0.08573094755863081;0.09775495510750022;0.11170225088036306;0.11071662156352062;0.08006972952809688;0.10911388763622781;0.14873350747930372;0.10537427855867121;0.11292271725525474;0.08257271040828179;0.11243727914639426;0.1047184840808619
Mike Lee (U.S. politician) (R);0.10150058350942887;0.08585459925186781;0.08896196371129064;0.07237090461910894;0.09486521352263656;0.1379496863944542;0.1027627521621726;0.10563716078652541;0.07731699539935533;0.07741531988203212;0.11202391971674372;0.11148377123960473;0.07723858833836895;0.10266250226818155;0.13857294827527786;0.09031643606334855;0.11412738216878264;0.0859937173519967;0.11763700632958216;0.09610851139679477
Patrick Leahy (D);0.11479259652244855;0.09637512048747035;0.09057554497185569;0.08542063943348105;0.10571680924957026;0.1194934638369463;0.10209844324495518;0.11332039416828518;0.07931206680730951;0.09507984763695164;0.12790708599301326;0.10877931135113467;0.07922287965974108;0.1077466245315139;0.1443327344526193;0.10380616824466324;0.11833525242351597;0.10480098696878846;0.1269184943573616;0.10670123749359632
Jim Webb (D);0.1066521153910985;0.0871479883249204;0.09056239434947044;0.07484707712801711;0.08999055870075211;0.09750769377261317;0.08834171992342983;0.10508590367270507;0.08060903401225425;0.0751840817253599;0.10506894492642654;0.09309329813235345;0.07477051312519131;0.09575841917877043;0.1257682437609764;0.08482375498374789;0.09550559096311255;0.07521614513434696;0.1071733338971442;0.09566760370533617
Mark Warner (D);0.10227298191039519;0.08824017023154639;0.09587911033315902;0.06930676602354169;0.0912175929743909;0.10165888491344718;0.0985648158310017;0.09400008903576436;0.07626310881288072;0.07907243950238307;0.10913421638428067;0.09448322441915467;0.08303951934810584;0.0985260393616563;0.1322426988247169;0.07744869774197413;0.08523658350085289;0.09016583895578707;0.10737510702911615;0.10172135982065131
Maria Cantwell (D);0.10681982008046087;0.0989168615817379;0.09555784977121601;0.07691055151319484;0.10040364107002062;0.1086750163790138;0.10774785835238729;0.10639652147593442;0.08984631068377769;0.0927323593514124;0.11984211412347041;0.10671562098232096;0.07652405597502371;0.09367526879292612;0.13499163043055773;0.08778819826851053;0.10263905689502295;0.08399517756696592;0.12346272610202914;0.10302056461839068
Patty Murray (D);0.12169150369106996;0.09982766725359105;0.09544057572297668;0.07914486919402527;0.10233301887969404;0.1127850006438052;0.1196504792568158;0.11695888665549997;0.08847101897940116;0.08956612562849654;0.10465219185548963;0.11523720288389568;0.07494069110696966;0.09512277487596538;0.13305471802891797;0.0892131757385338;0.09945335645439052;0.08233210556129392;0.13495878378479256;0.09050003067268496
Joe Manchin (D);0.09870622430453455;0.08892635764517373;0.08737053460496336;0.07391937310054295;0.09821374388043633;0.1267693345619775;0.09622476277858097;0.1011530517593302;0.07647718234467626;0.08338380866646918;0.112974865024103;0.11514723165985205;0.08182307972509675;0.10129417192131879;0.14597342109283346;0.08646946685554913;0.12006409471349197;0.08640202217351231;0.12253895826239322;0.08077820334555924
Jay Rockefeller (D);0.10753344738274775;0.0959304518752756;0.08725415533687668;0.07979641887466835;0.0919682466511634;0.08745677701720553;0.09208052593667332;0.10422211357305095;0.07243748236005296;0.08125152087360449;0.10340642500900639;0.10415286202013108;0.0808247412555729;0.10640153975860889;0.13657465188768927;0.09214618571728865;0.09306622084111907;0.08237437090969166;0.11137045617189512;0.08237992869604358
Herb Kohl (D);0.10960386680309965;0.1074695718684529;0.09530788763976178;0.08190358183181397;0.09425160302764012;0.1152717306173488;0.09134777581263069;0.09629432402037953;0.09121109050277043;0.09369640256964128;0.11536389462217066;0.1124305714344655;0.07808297384046753;0.10451287281349719;0.12792674278149654;0.0956919771266616;0.1102783936158544;0.09745461488892114;0.10833772475923995;0.09300307160869624
John Barrasso (R);0.11031506382922147;0.0898566173490945;0.08998794509750846;0.07891975445569469;0.09688242550459215;0.09552062310705953;0.10060770535212904;0.10618357664243816;0.08013764680287366;0.08331913035097332;0.10826077352238325;0.10774734593302218;0.081667002813436;0.10650269219113308;0.15042735763335874;0.09536837096724518;0.09606898026495368;0.09171051752541359;0.12034369144935139;0.09187551852209508
Mike Enzi (R);0.10469742887600786;0.0970639843168796;0.09194363637712463;0.07592136312953357;0.095022892545067;0.11519142364315399;0.10069408788425588;0.10749013908363447;0.0803441727739409;0.08539407181792744;0.10904145736117711;0.10482257186377954;0.0827657323540903;0.10199627129674903;0.14512209891177497;0.09077754638330304;0.11054861865295026;0.08806604208493857;0.11690235793318632;0.09041237035074337
